FilmId,Title,Rating,Year,Duration,Countries,Genres,ShortDescription,Director,Actors
447,Звёздные войны: Эпизод 6 — Возвращение Джедая,8.2,1983,131,США,"фантастика, приключения, боевик, фэнтези",Настал момент решающей битвы с Императором и Дартом Вейдером. Эпический финал первой трилогии Джорджа Лукаса,Ричард Маркуанд,"Марк Хэмилл, Харрисон Форд, Кэрри Фишер, Билли Ди Уильямс, Энтони Дэниелс, Питер Мейхью, Себастьян Шоу, Иен Макдермид, Фрэнк Оз, Джеймс Эрл Джонс, Дэвид Праус, Алек Гиннесс, Кенни Бейкер, Майкл Пеннингтон, Кеннет Колли, Майкл Картер, Дэнис Лосон, Тимоти М. Роуз, Дермот Краули, Кэролайн Блэкистон, Уорвик Дэвис, Джереми Буллок, Феми Тейлор, Энни Арбогаст, Клер Девенпорт, Джек Пёрвис, Майк Эдмондс, Джейн Басби, Малкольм Диксон, Майк Коттрелл, Николас Рид, Адам Бейрэм, Джонатан Оливер, Пип Миллер, Филип Миллер, Том Мэннион, Марго Апостолос, Рэй Армстронг, Эйлин Бэйкер, Майкл Хенбери Баллан, Бобби Белл, Пэтти Белл, Алан Беннетт, Сара Беннетт, Памела Беттс, Дэнни Блэкнер, Линда Боли, Питер Барроуз, Дебби Ли Кэррингтон, Морин Чарлтон, Уилли Коппен, Сэди Корр, Тони Кокс, Джон Камминг, Жан Д’Агостино, Луис Де Хесус, Дэбби Диксон, Маргарита Фернандез, Фил Фондакаро, Сэл Фондакаро, Тони Фрил, Дэниэл Фришмен, Джон Гаван, Майкл Гилден, Пол Грант, Лидия Грин, Ларс Грин, Пэм Гризз, Эндрю Херд, Дж.Дж. Джексон, Ричард Джонс, Тревор Джонс, Глинн Джонс, Карен Лэй, Джон Ламмисс, Нэнси Маклин, Питер Манделл, Кэрол Моррис, Стэйси Николлс, Крис Нанн, Барбара О’Локлин, Брайан Оренштейн, Харрелл Паркер мл., Джон Педрик, Эйприл Перкинс, Ронни Филлипс, Кэти, Кэрол Рид, Николас Рид, Диана Рейнольдс, Дэниэл Роджерс, Крис Романо, Дин Шакелфорд, Киран Шах, Феликс Силла, Линда Сприггс, Джералд Стэддон, Жозефин Стэддон, Кевин Томпсон, Кендра Уолл, Брайан Вилер, Батч Вильгельм, Дэлин Чю, Селия Фушиль-Берк, Мерседес Нго, Дженнифер Джаффе, Филип Эдвард Алекси, , Питер Аллен, Джон Олтмэн, , Глин Бейкер, Эрик Бауэрсфелд, Дики Бир, Айлса Берк, Дон Биз, Ричард Боунхилл, Даррел Брук, Расселл Брук, Пол Брук, Бен Бертт, Морис Буш, , Вивьенн Майя, Дэвид Черч, Тони Кларкин, , Кеннет Кумбс, Стивен Костантино, Ток, , Энди Каннингэм, Ронни Каш, , Ким Дэвис, Питер Дайэмонд, Марк Додсон, Майкл Дрю, Ричард Дрисколл, Тим Драй, , , Дуглас Фаррелл, Алан Флинг, Эрни Фосселиус, Стюарт Фокс, Лерой Голдинг, Дэвид Гонзалес, Исаак Гранд, , Нельсон Холл, , Гордон Ханн, Алан Харрис, , Линн Хэйзелден, Уолтер Генри, Фрэнк Хенсон, Филип Херберт, Барри Холлэнд, Ларри Холт, Джералд Хом, , Уильям Хойланд, Колин Хант, Кэролин Ирвинг, Джаспер Джейкоб, Монти Джордан, Майкл Джозефс, , Пол Клейн, Эйдзи Кусухара, Ларин Лар, Энтони Лэнг, Арнольд Ли, Джулиус ЛеФлор, Ричард Ленц, Свим Ли, Джон Малони, Пол Маркам, Ричард Маркуанд, Хилтон МакРэй, Джордж Миллер, Билли Дж. Митчелл, Ральф Морс, Энн Мюррэй, , Аманда Нор, , Квентин Пьер, Майк Куинн, Бэрри Робертсон, , Питер Росс-Мюррэй, Кипсанг Ротич, Дип Рой, Питер Рой, Терри Сакс, Эррол Шейкер, Тина Симмонс, , Тимоти Синклер, Энтони Сми, Хью Спайт, Пол Спрингер, Гай Стэндевен, Тони Стар, Майкл Стивенс, , Фил Типпетт, , Джон Тайнен, Жуль Уолтерс, Ларри Уорд, Роберт Уоттс, Пэт Уэлш, Пол Уэстон, Кори Ди Уильямс, Саймон Дж. Уильямсон"
1188529,Достать ножи,8.0,2019,130,США,"драма, криминал, детектив, комедия",Частный детектив ведет запутанное дело о смерти известного писателя. Криминальная комедия с Дэниэлом Крэйгом,Райан Джонсон,"Дэниэл Крэйг, Ана де Армас, Крис Эванс, Джейми Ли Кёртис, Майкл Шеннон, Дон Джонсон, Тони Коллетт, Лакит Стэнфилд, Кристофер Пламмер, Кэтрин Лэнгфорд, Джейден Мартелл, Рики Линдхоум, Эди Паттерсон, Фрэнк Оз, Кэй Кэллан, Ноа Сеган, М. Эммет Уолш, Марлин Форте, Рауль Кастильо, Ширли Родригес, Керри Фрэнсис, Гари Тангуе, Октавия Чавез-Ричмонд, Джозеф Гордон-Левитт, Поль Бельфой, Бен Баннаг, Майкл Бернелл, Фрэнки Франсуа, Кортни Гонсалес, Марсела Харамильо, Габриэль Лорт, Роб Левеск, Пол Тавчиньски"
46745,Мужики!..,8.1,1981,97,СССР,драма,"Шахтер решает вырастить троих детей женщины, которую любил. Пронзительная советская драма о настоящих мужчинах",Искра Бабич,"Александр Михайлов, Ирина Иванова, Петр Глебов, Вера Альховская, Михаил Бузылёв-Крэцо, Александр Павлов, Анатолий Солоницын, Мария Андрианова, Светлана Тормахова, Леонард Варфоломеев, Афанасий Кочетков, Алексей Михайлов, Ю. Алхимов, Анна Багдасарян, Е. Барсукова, А. Баукин, Дмитрий Бузылев-Крэцо, Тариэл Габидзашвили, М. Леонова, М. Леонтьев, Вера Лескова, Владимир Ломизов, Татьяна Махова, И. Мартя, Т. Нестеркина, А. Петина, М. Рихтер, Людмила Рюмина, Н. Шотникова, З. Сизова, Рада Субботина, Анатолий Васильев, Людмила Гамуряк, Ирина Уральская, А. Терехин, Александр Соколов, Петр Крылов"
683999,Отель «Гранд Будапешт»,7.9,2014,100,"США, Германия","криминал, детектив, приключения, комедия","Старший консьерж втягивает юного подопечного в опасную историю. Любовь, убийство и погони под игру балалаек",Уэс Андерсон,"Рэйф Файнс, Тони Револори, Сирша Ронан, Эдриан Броуди, Уиллем Дефо, Эдвард Нортон, Матьё Амальрик, Харви Кейтель, Ф. Мюррэй Абрахам, Тильда Суинтон, Джуд Лоу, Том Уилкинсон, Билл Мюррей, Джейсон Шварцман, Леа Сейду, Оуэн Уилсон, Джефф Голдблюм, Ларри Пайн, Джизельда Володи, Флориан Лукас, Карл Маркович, Фолькер Михаловски, Нил Хафф, Боб Бэлабан, Фишер Стивенс, Уоллес Володарски, Варис Ахлувалиа, Елла Ниман, Марсель Мазур, Роберт Бьенас, Манфред Линднер, Оливер Кларидж, Бернхард Кремсер, Кунъити Номура, Сестра Анна Радемахер, Хайнц-Вернер Ешковский, Штефен Шойман, Сабина Ойлер, Ренате Клейн, Уве Холобек, Франческо Зиппель, Энрико Хоффманн, Даниэль Штайнер, Мари Гойетт, Хендрик фон Бюльцингслёвен, Пауль Шласе, Йено Орос, Гюла Лукаш, , , , , , Робин Хёрлстоун, Ютта Вестфал, , Лиза Кройцер, Гизела Беч, Биргит Мюллер, Урсула Кунт, Моника Крюгер, , , , Райнер Рейнерс, Милтон Уэлш, Пит Паес, Михаэлла Каспар, Сабина Уриг, Хайке Ханольд, Рой Макреди, Джон Пит, Карл Спрэг, Голо Ойлер, , Фрэнк Джейкоб, Роман Бергер, Михаэль Бентин, Маттиас Мачке, Леннарт Мейер, , , Дэвид Адамик, , Дэвид Циоффи, Лукас Хеджес, Вольфганг Кечор, Филипп Зоннтаг, Ганс Мартин Штир, Георг Трифон, Гэбриел Раш, Ханнес Вегенер, Джералд Салливан, Оливер Хэзелл, Бен Ховард, , Марко Дирлич, Эд Манро, Венди Кэй, Эмили Линехэм, Марио Рон"
1991,Привидение,8.2,1990,127,США,"триллер, драма, мелодрама, фэнтези","Даже собственная гибель не помешает Сэму защитить любимую. Культовая мистическая мелодрама, два «Оскара»",Джерри Цукер,"Патрик Суэйзи, Деми Мур, Вупи Голдберг, Тони Голдуин, Рик Авилес, Винсент Скьявелли, Гэйл Боггс, Армелия МакКуин, Фил Лидс, Оги Блант, Стивен Рут, Брюс Чаркоу, Стэнли Лоуренс, Кристофер Дж. Кин, Сьюзен Бреслау, Мартина Дэйнан, Рик Клебер, Мэка Фоли, Джон Хью, Сэм Цуцувас, Шэрон Бреслау, Анджелина Эстрада, Том Керли, Лаура Дрэйк, Альма Бельтран, Вивиан Боннел, Дерек Томпсон, Дж. Кристофер Салливан, Шарлотта Цукер, Том Финнеган, Сондра Рубин, Фэй Бреннер, Уильям Корт, Минни Саммерс Линдси, Мэйбл Локридж, Саид Фарадж, Уильям Л. Арансе, Арсенио Холл, Стивен-Чарльз Джаффе, Майк Життлов, Билли Маршалл Томпсон, Бертон Цукер"
8227,Леди и бродяга,8.2,1955,76,США,"мелодрама, приключения, комедия, мультфильм, семейный, мюзикл",История любви избалованной породистой собачки и веселого дворняги. Очаровательная семейная классика Disney,Джек Каттинг,"Пегги Ли, Ларри Робертс, Билл Бауком, Верна Фелтон, Джордж Гивот, Ли Миллар, Барбара Ладди, Билл Томпсон, Стэн Фреберг, Алан Рид, Даль МакКеннон, , Мэл Бланк, Тейлор Холмс"
808639,Дурак,8.1,2014,116,Россия,драма,Сантехник пытается предотвратить обрушение жилого дома. Драма Юрия Быкова о коррупции и безразличии,Юрий Быков,"Артём Быстров, Наталья Суркова, Юрий Цурило, Борис Невзоров, Кирилл Полухин, Александр Коршунов, Ольга Самошина, Дарья Мороз, Сергей Арцибашев, Елена Панова, Дмитрий Куличков, Илья Исаев, Максим Пинскер, Любовь Руденко, Ирина Низина, Гордей Кобзев, Петр Баранчеев, Ангелина Римашевская, Андрей Сидоренко, Нина Антюхова, Денис Казаков, Артем Васюков, Ринат Кондаев, Виктория Олейникова, Ярослав Беседин, Юлия Вашкеба, Светлана Быняева, Дмитрий Клишин, Николай Бутенин, Георгий Бакулин, Антон Юдин, Татьяна Кондаева, Роман Майоров, Александр Коротков, Юрий Подшибякин, Глеб Гаушкин, Елена Романова Трубицина, Марк Кондаев, Яна Галустян, Альбина Султанова, Стефания Тасевска, Тимофей Родин, Глеб Небольсин, Иван Брэд, Николай Бендера, Наталья Семкина, Лариса Домаскина, Тамара Слышкова, Евгений Чупин, Александр Копьев, Александр Кудринский, Павел Алексеев, Олег Каменщиков, Олег Есауленко, Сергей Бубнов, Станислав Курач, Татьяна Яркина, Евгений Кудрявцев, Карина Крамская, Илья Ловкий, Евгения Каргина, Евгений Гуляев, Анна Русакова, Светлана Соболева, Ольга Федосеева, Тимур Курбангалеев, Дарья Гордеева, Василий Горбонос, Алексей Агеев"
966036,Скрытые фигуры,7.9,2016,127,США,"драма, биография, история",Темнокожие подруги-ученые помогают отправить астронавта в космос. Вдохновляющая драма по реальным событиям,Тед Мелфи,"Тараджи П. Хенсон, Октавия Спенсер, Жанель Моне, Кевин Костнер, Кирстен Данст, Джим Парсонс, Махершала Али, Элдис Ходж, Глен Пауэлл, Кимберли Куинн, Олек Крупа, Курт Краузе, Кен Штрунк, Лидия Джюэтт, Донна Биско, Ариана Нил, Санийя Сидни, Зани Джонс Мбаис, Тре Стоукс, Села Кимбро Джонс, Кори Менделл Паркер, Эштон Тайлер, Алкоя Брансон, Каран Кендрик, Джейден Кейн, Грегори Алан Уильямс, Мария Хауэлл, Арнелл Пауэлл, Рон Клинтон Смит, Кристал Ли Браун, Текилла Уитфилд, Дэйн Девенпорт, Ивэн Холцман, Трэвис Смит, Скотт Майкл Морган, Крис Кавалье, Роберт МакКэй, Рода Гриффис, Карен Рейнольдс, Кэти Нилэнд, Джо Кнезевич, Пол Райден, Фрэнк Хойт Тейлор, Джон Этвуд, Джон Эдвин Райт, Вилбур Фицджералд, Майкл Хартсон, Боб Дженнингс, Гари Викс, Афемо Омилами, Каллен Мосс, Эми Типтон, Элайджа Эверетт, Андре Пушкин, Рэндолл Ньюсом, Джо Харди мл., Хоуи Джонсон, Дэвид Каллауэй, Эддисон Роуз Мелфи, Гленн Аллен, Стэйси Баллард, Анастасия Бастьен, Ребека Бороуз, Боб Бост, Тейлор Бокс, Майя Бойд, Меделин Брамби, Джуди МакГи Берли, Коуди Каррера, Люси Кэрролл, Табита Чаппелль, , , Эва Коулмэн, Рок Чассе, Джон Кольер, Энтони Коллинс, Марисоль Корреа, , , Аманда Смит, Марк Фальво, Джефф Гловер, Кэти МакКенна, Джеймс Харвли, Камрин Джонсон, Кеннет Джонс, Сэм Юргенс, , Мартин Лютер Кинг, , Майкл Кошке, , Рой Ларсен, Скотт Ледбеттер, Дэниэл Лусенте, Брэндон Скотт МакКолл, Девин МакГи, , Трей МакГрифф, Джанин Майкл, Мэттью Дж Миллард, Рэйчел Мэй Мур, Пейдж Николетт, Кевин Маршалл Пинкни, Синди Пауэлл, Лесли Пауэлл, , , Лиз Санфорд, Патти Шхелхаш, , , Донна Секстон, Даг Струп, , Джон Сайкес, Грех Трэзан, Уилльям Уокер, Вероника Уорнер, Оливия Уиннетт, Камерон Уайлдер, Элизабет Юман, Шанель Янг"
965754,Дело храбрых,8.1,2017,134,США,"драма, биография, боевик",Пожарные пытаются остановить стихию в лесах Аризоны. Джефф Бриджес и Джош Бролин в драме по реальным событиям,Джозеф Косински,"Джош Бролин, Майлз Теллер, Джефф Бриджес, Джеймс Бэдж Дэйл, Тейлор Китч, Дженнифер Коннелли, Скотт Хэйз, Алекс Расселл, Бен Харди, Натали Холл, Энди МакДауэлл, Джофф Стульц, Тэд Лакинбилл, Джейк Пикинг, Скотт Фокс, Дилан Кенин, Райан Майкл Буш, Кеннет Миллер, Райан Джейсон Кук, Брэндон Банч, Мэттью Ван Уэттеринг, Майкл Л. Макналти, Николас Дженкс, Сэм Куинн, Ховард Фергюсон мл., Рэйчел Сингер, Ральф Олдермен, Форрест Файр, Джош Хопкинс, Дженни Гэбриэлль, Николас Лиам Кинг, Орион Понтес, Брити Рэтледж, Барби Робертсон, Джейд Каммерман, Пелл Джеймс, Стэйси Роббинс, Лорен Майерс, Ралей Кэйн, Майкл Менчел, Кевин Уиггинс, Лора Каннингэм, Джон Трехо, Трэвис Армстронг, Остин Дэннис, Жермен Вашингтон, Кит Джардин, Андрес Сегура, Колин Джонс, Мэтт Нолан, Кэйси Мессер, Сара Минник, Дуан Стейнбринк, Донн Пиз, Джим Данхэм, Боб Вуд, Хесус Крис Акоста, Пол Эдкинс, Тим Эйделотт, Нэйтан В. Бэйкер, Джолин Бауман, Ричард Бил, Стивен Конн, Джейсон Добсон, , Кассандра Рошелль Фетерс, Уилльям Грили, Сильви Хэйгэн, Рене Эррера, Алан Хамфри, Джек Джексон, Лулу Йовович, Дарлен Келлум, Шон Лекрон, Гентри Ли, Рипли Лоу, , Джастин Мур, Кайл Пирсон, Гонсало Роблз, Дэймонд С. Роман, Кларенс Сирлс, , Дж. Нэйтан Симмонс, , Дэвид Франклин Смит, Родриго Тактакин, Майкл Лав Толивер, Меган Траки, , Грегори Пол Вальдес, Том Водник, Дэвид Уайт"
843650,Мстители: Финал,7.8,2019,181,США,"драма, фантастика, приключения, боевик","Железный человек, Тор и другие пытаются переиграть Таноса. Эпохальное завершение супергеройской франшизы",Джо Руссо,"Роберт Дауни мл., Крис Эванс, Марк Руффало, Крис Хемсворт, Скарлетт Йоханссон, Джереми Реннер, Дон Чидл, Пол Радд, Бри Ларсон, Карен Гиллан, Бенедикт Камбербэтч, Чедвик Боузман, Том Холланд, Зои Салдана, Эванджелин Лилли, Тесса Томпсон, Рене Руссо, Элизабет Олсен, Энтони Маки, Себастиан Стэн, Том Хиддлстон, Данай Гурира, Бенедикт Вонг, Пом Клементьефф, Дэйв Батиста, Летишиа Райт, Джон Слэттери, Тильда Суинтон, Джон Фавро, Хейли Этвелл, Натали Портман, Мариса Томей, Тайка Вайтити, Анджела Бассетт, Майкл Дуглас, Мишель Пфайффер, Уильям Хёрт, Коби Смолдерс, Шон Ганн, Уинстон Дьюк, Линда Карделлини, Максимилиано Эрнандес, Фрэнк Грилло, Хироюки Санада, Том Вон-Лолор, Джеймс Д’Арси, Джейкоб Баталон, Вин Дизель, Брэдли Купер, Гвинет Пэлтроу, Роберт Редфорд, Джош Бролин, Крис Пратт, Сэмюэл Л. Джексон, Александра Рэйчел Рэйб, Росс Маркванд, Джо Руссо, Эмма Фурманн, Майкл Джеймс Шоу, Терри Нотари, Керри Кондон, Бен Сакамото, Ава Руссо, Кейд Вудворд, Стэн Ли, Иветт Николь Браун, Каллэн Мулвей, Лия Мариэлла Руссо, Джулиан Руссо, Тейлор Паттерсон, Агостино Розалина, Кен Жонг, Тай Симпкинс, Джексон А. Данн, Ли Мур, Базло Леклер, Лоэн Леклер, Мэтт Берри, Джой МакЭвой, Джон Майкл Моррис, Майкл А. Кук, Брент МакГи, Брайан Шеффер, Джэми Ведель, Энтони Джи Брид, , Моник Гэндертон, Джим Старлин, Джимми Рэй Пикенс, Чан Хе-джин, Расселл Боббитт, Джеймс Лин, Джек Чемпион, Сэм Харгрейв, Патрик Горман, Аарон Лазар, Роберт Пралго, Том Уисдом, Джон Пози, Амина Каплан, , , Майк Луц, , Рауль Алькантар, Винсент Энджел, , Тевин Бич, Камерон Брамбелоу, Джамал Бёрчер, Дэниэл Каллистер, , Тимоти Карр, Жамель Чэмберс, Кэрри Кун, Джейлен Дэвис, Кирстен Долбек, , , , , Джейкоб Эванс, , Эми Фудзимото, Рена Галлахер, , Брент Гаскинс, Халид Гаджи, , Энтони Б. Харрис, Максвелл Хайсмит, Бобби Хоскинс, Флойд Энтони Джонс мл., Джей Д. Качо, , Морис П. Керри, , , Фэйт Логан, Моника Мэтис, Эндрю С. МакМиллан, Шон Макмиллан, Майкл П. Миллер, , Мари Мурум, Дэниэл Л. Мерфи, Райан Л. Прайс, Кит Нуссбаум, Пол Пиллсбери, Ян Страсек, , Роберт Пайен, Джеймс Роберт Тэйлор, Крис Тэйлор, , , Роберт Тинсли, Эрик Уоллес, Кит Уоллес, Бенжамин Уивер, Майлз Уэбб, Алекса Уайтакер, Мария З. Уилсон, Эрик Уорд, "
46089,Берегись автомобиля,8.2,1966,94,СССР,"криминал, мелодрама, комедия",Страховой агент хочет восстановить справедливость в мире. Разобранная на цитаты трагикомедия Эльдара Рязанова,Эльдар Рязанов,"Иннокентий Смоктуновский, Олег Ефремов, Любовь Добржанская, Анатолий Папанов, Ольга Аросева, Андрей Миронов, Георгий Жжёнов, Евгений Евстигнеев, Донатас Банионис, Любовь Соколова, Вячеслав Невинный, Готлиб Ронинсон, Галина Волчек, Татьяна Гаврилова, Антонина Максимова, Сергей Кулагин, Яков Ленц, Виктория Радунская, Борис Рунге, Юрий Яковлев, Алексей Коренев, Антонина Дмитриева, Нина Крачковская, Александр Петров, Юлиана Бугаева, Зоя Исаева, Николай Парфёнов, Инга Будкевич, Георгий Шаповалов, Владимир Липпарт, Е. Кирьякова, Юрий Киреев, Сергей Жирнов, Эмилия Мильтон, Александр Титов, Нонна Тен"
1008113,Таксист,8.2,2017,137,"Корея, Южная","драма, биография, история",Простой водитель попадает в гущу восстания в Южной Корее. Драма по реальной истории со звездой «Паразитов»,Чан Хун,"Сон Кан-хо, Томас Кречман, Ю Хэ-джин, Рю Джун-ёль, Пак Хёк-квон, Чхве Гви-хва, Чха Сун-бэ, Ом Тхэ-гу, Рю Сон-хён, Ли Джон-ын, Ю Ын-ми, Чон Сог-ён, Чон Хе-джин, Ко Чхан-сок, Чон Джин-ён, Хо Джон-до, Ли Бон-нён, Рю Тхэ-хо, Дэниэл Джои Олбрайт, Рю Абель, Чан Ин-хо, Хон Ван-пхё, Пак Мин-хи, Ку Сон-хван, Со Хён-у, Чхве Джэ-соп, Ли Сэ-бёль, Ким Дэ-хён, Хан Са-мён, Ким Гён-иль, Хан И-джин, Щин Дам-су, Ю Сун-чхоль, Ли Сэроми, Мун Тхэ-ю, Сон Джин-у, Ли Ён-и, Чо Сын-ён, Чан Хэ-сук, Сон До-хён, Ли Соль-гу"
8147,Русалочка,8.2,1989,83,США,"мелодрама, приключения, фэнтези, комедия, мультфильм, семейный, мюзикл",Рыжеволосая Ариэль мечтает стать человеком и влюбиться. История перевоплощения с музыкальными хитами Disney,Джон Маскер,"Джоди Бенсон, Пэт Кэрролл, Рене Обержонуа, Кристофер Дэниэл Барнс, Пэдди Эдвардс, Бадди Хэкетт, Джейсон Марин, Кеннет Марс, Эди Макклёрг, Уилл Райан, Бен Райт, Сэмюэл Э. Райт, Хэмилтон Кэмп, Дэбби Шапиро Грэвитт, Роберт Уайл, Эд Гилберт, Чарльз Адлер, Джек Эйнджел, Сьюзэн Бойд, Стив Бьюлен, Нэнси Картрайт, Филип Л. Кларк, Дженнифер Дарлинг, Аллан Дейвис, Гэйл Фаррелл, Донни Джеррард, Митч Гордон, Уилли Дж. Грин мл., Линда Хэрмон, Уолтер С. Харра, Филлип Ингрэм, Луана Джекман, Уильям А. Канади, Эди Леманн, Энн Локхарт, Шерри Линн, Мелисса Маккэй, Гай Маеда, Линн Долин Манн, , Арнольд Маркуссен, Микки Макгоун, Джин Мерлино, Джин Морфорд, Кэтлин О’Коннор, Патрик Пинни, Мэрлин Пауэлл, Глория Грэйс Проспер, Майкл Редман, Сэлли Стивенс, Роберт Тебоу, Роб Троу, Джо Турано, Джеки Уорд, Бобби Пейдж, Роберт С. Звирн, Кэнди Кандидо, Джим Каммингс, Дж.Д. Дэниелс, , Геррит Грэм, Тони Джей, Род МакКуин, Малачи Пирсон, Кимми Робертсон, Фрэнк Уэлкер"
7226,Догвилль,8.0,2003,178,"Франция, Великобритания, Швеция, Германия, Италия, Дания, Норвегия, Нидерланды, Финляндия","триллер, драма, детектив","Грейс приезжает в город, где ей совсем не рады. Эпос Ларса фон Триера о насилии в театральных декорациях",Ларс фон Триер,"Николь Кидман, Пол Беттани, Харриет Андерссон, Патриша Кларксон, Бен Газзара, Филип Бейкер Холл, Джереми Дэвис, Хлоя Севиньи, Стеллан Скарсгард, Лорен Бэколл, Жан-Марк Барр, Блэр Браун, Джеймс Каан, Желько Иванек, Джон Хёрт, Том Хоффман, Шиван Фэллон, Джон Рэндольф Джонс, Удо Кир, Клео Кинг, Майлс Пьюринтон, Билл Рэймонд, Шона Шим, Эвелина Бринкемо, Анна Бробек, Тильде Линдгрен, Эвелина Лундквист, Хельга Олофссон, Ульф Андерссон, Ян Костер, Маттиас Фредрикссон, Андреас Галле, Бэрри Грант, Ласло Хаго, Никлас Хенрикссон, Микаэл Йоханссон, Ханс Карлссон, Ли Р. Кинг, Оскар Киркбакк, Ингвар Ёрнер, Эрик Силва, Кент Викмо, Эрик Воге, Уве Вульф"
81555,Загадочная история Бенджамина Баттона,8.1,2008,166,США,"драма, фэнтези","Мужчина родился стариком и начал молодеть. Брэд Питт в эпической драме Дэвида Финчера, получившей три «Оскара»",Дэвид Финчер,"Брэд Питт, Кейт Бланшетт, Джулия Ормонд, Тараджи П. Хенсон, Джейсон Флеминг, Джаред Харрис, Тильда Суинтон, Махершала Али, Эль Фаннинг, Элиас Котеас, Рампаи Мохади, Денин Тайлер, Фон Чэмберс Уоткинс, Донна ДюПлантье, Джейкоб Вуд, Эрл Мэддокс, Эд Мецгер, Дэнни Винсон, Дэвид Дженсен, Джоанна Сейлер, Фиона Хейл, Патрик О’Брайн, Мэрион Цинсер, Питер Дональд Бадаламенти II, Дэнни Нельсон, Паула Грэй, Лэнс Э. Николс, Трой Бечет, Филлис Сомервиль, Тед Мэнсон, Клэй Каллен, Эдит Айви, Роберт Тауэрс, Соня Лесли, Ясмин Абриэль, Мэдисен Бити, Том Эверетт, Дон Крич, Кристофер Максвелл, Джошуа Дероше, Ричмонд Аркетт, Джош Стюарт, Илья Волох, Дэвид Росс Патерсон, Тарен Каннингэм, Миртон Раннинг Вульф, Стивен Монро Тейлор, Девин А. Тайлер, Адриан Армас, Вилбур Фицджералд, Эшли Нолан, Луис Хертэм, Катта Хулс, Рас Блэквелл, Джоэль Биссоннет, Спенсер Дэниелс, Чандлер Кентербери, Чарльз Генри Висон, Джессика Кроппер, Кэтерин Крокетт, Лесли Августин, Блейк Балу, Алиэн Бакерот, Девейн Бейтман, Бретт Бьюбэй, Аллен Бадрикс, Ив Брент, Дэвид Е. Браун, Меган Браун, Мелисса Кабрера, Джейк Карпентер, , Клэй Чамберлен, Эмма Деджерстедт, Уолтер Делмар, Луис Дюпуа, Лори Энтерлайн, Марианн Филали, Рон Флагг, Джо Фонтана, Эдриан Форбс, Тиффани Форест, Дебби Годет, Симона-Элиза Джирард, Джеральдин Гленн, Малери Грэйди, Коуди Грин, Деррик Гидри, Боб Хартер, Аарон Дженнингс Хартнелл, Тим Харви, Эмили Хоу, Ронда Уэте, Грант Джеймс, Джеки Дженкинс мл., Кристофер Карл Джонсон, Шайло Джоли-Питт, Джеффри Скотт Джонс, Надия Джонс, , Алим Кулиев, Джонатан Лэйн, , Эми Леви, Синтия ЛеБланк, Элтон ЛеБланк, , Наима Имани Летт, Хезер Липсон, Кевин Лорио, Одри Линн, Алек Мазо, Анджелина МакКой, Хэрлон Миллер, Валеска Миллер, Йен Новотны, Джей Оливер, Майкл Оуэнс, Виктория Гулет, Антония Путилофф, , Бьянка Роу, Шон Росс, Росс Рулье, Роберт В. Савина, Крэйг Сойер, Энди Симс, Чаз Смит, Логан Дуглас Смит, Терри Ли Смит, Лорен Свинни, Дэннис Томас IV, Мишель Терио, Дженнифер Тоффель, Ивет Такер, , Джеррольд Винсент, Джерл Винот, Джелси Уайсс, Отем Виттерс, Брианна Вомик, Майкл Возняк"
77203,Покровские ворота,8.2,1982,140,СССР,"драма, мелодрама, комедия, мюзикл","Любовь и курьезы соседей по коммуналке. Культовая комедия о Москве 50-х, которая разошлась на цитаты",Михаил Козаков,"Олег Меньшиков, Леонид Броневой, Инна Ульянова, Софья Пилявская, Анатолий Равикович, Виктор Борцов, Елена Коренева, Татьяна Догилева, Елизавета Никищихина, Игорь Дмитриев, Евгений Моргунов, Наталья Крачковская, Валентина Воилкова, Эммануил Геллер, Е. Кук, Михаил Козаков, Александр Коняшин, Леонид Машков, Владимир Пицек, Александр Пятков, Леонид Тарновский, Ольга Леонова, Марина Дюжева, Римма Маркова, Вера Бурлакова, Владимир Сынгаевский, Темурмалик Юнусов, Олег Смолин, Евгений Кулешов, Михаил Содорский, Герман Шорр, Ибрагим Барги, Светлана Швайко, Булат Окуджава, Ирина Шмелева, Татьяна Леонова, Анатолий Шаляпин, Элла Ярошевская, Михаил Бычков, Вячеслав Васильев, Вячеслав Горбунчиков, Александр Лебедев, Николай Маликов, Алексей Панькин, Анатолий Скорякин, Нина Тер-Осипян, Владимир Коровкин, Иван Турченков, Георгий Бурков, Александр Гловяк"
281251,Мальчик в полосатой пижаме,8.2,2008,94,"США, Великобритания","драма, военный, история","Сын коменданта концлагеря заводит дружбу с юным пленником. Оглушительная драма, снятая по книжному бестселлеру",Марк Херман,"Эйса Баттерфилд, Джек Скэнлон, Дэвид Тьюлис, Вера Фармига, Эмбер Битти, Шила Хэнкок, Ричард Джонсон, Кара Хорган, Дэвид Хейман, Руперт Френд, Джим Нортон, Зак Маттун О’Брайэн, Домонкос Немит, Генри Кингсман, Жужа Холл, Ласло Арон, Чарльз Бэйкер, Иван Веребей, Бела Фестбаум, Аттила Эдьед, Ласло Надаши, Ласло Куитт, Михай Сабадош, Золт Сафар-Ковач, Габор Харшаи, Оршойя Юлия Папп"
